test_cost,fp_cost,quarantine_cost,infection_cost,n,p,beta,gamma,napt,ntpa,testing_gap,tests_per_period,turnaround_time,restriction_time,fn,fp,total_infection,total_quarantined_days,total_test_cost,total_false_positives
1,1,1,20,1000,0.003,0.25,0.2,1,1,2,90,0,6,0.0,0.0,697.56,780.84,34425.0,0.0
1,1,1,20,1000,0.003,0.25,0.2,2,1,2,90,0,6,0.0,0.0,553.18,1948.32,34425.0,196.52
1,1,1,20,1000,0.003,0.25,0.2,3,2,2,90,0,6,0.0,0.0,628.54,1279.36,34425.0,68.58
1,1,1,20,1000,0.003,0.25,0.2,4,2,2,90,0,6,0.0,0.0,559.24,1740.16,34425.0,150.66
1,1,1,20,1000,0.003,0.25,0.2,5,2,2,90,0,6,0.0,0.0,457.12,1913.36,34425.0,208.62
1,1,1,20,1000,0.003,0.25,0.2,5,3,2,90,0,6,0.0,0.0,596.48,1488.72,34425.0,101.08
1,1,1,20,1000,0.003,0.25,0.2,6,2,2,90,0,6,0.0,0.0,383.24,2115.96,34425.0,274.86
1,1,1,20,1000,0.003,0.25,0.2,6,3,2,90,0,6,0.0,0.0,562.78,1799.36,34425.0,156.62
1,1,1,20,1000,0.003,0.25,0.2,1,1,2,90,0,6,0.0,0.03,684.98,926.72,34425.0,35.56
1,1,1,20,1000,0.003,0.25,0.2,2,1,2,90,0,6,0.0,0.03,523.7,2175.2,34425.0,257.92
1,1,1,20,1000,0.003,0.25,0.2,3,2,2,90,0,6,0.0,0.03,625.08,1392.88,34425.0,87.78
1,1,1,20,1000,0.003,0.25,0.2,4,2,2,90,0,6,0.0,0.03,551.06,1798.12,34425.0,168.88
1,1,1,20,1000,0.003,0.25,0.2,5,2,2,90,0,6,0.0,0.03,444.66,2006.64,34425.0,234.22
1,1,1,20,1000,0.003,0.25,0.2,5,3,2,90,0,6,0.0,0.03,595.48,1506.6,34425.0,108.96
1,1,1,20,1000,0.003,0.25,0.2,6,2,2,90,0,6,0.0,0.03,362.36,2070.16,34425.0,280.48
1,1,1,20,1000,0.003,0.25,0.2,6,3,2,90,0,6,0.0,0.03,543.94,1827.44,34425.0,168.86
1,1,1,20,1000,0.003,0.25,0.2,1,1,2,90,0,6,0.0,0.06,675.34,1108.12,34425.0,72.58
1,1,1,20,1000,0.003,0.25,0.2,2,1,2,90,0,6,0.0,0.06,515.28,2473.32,34425.0,320.76
1,1,1,20,1000,0.003,0.25,0.2,3,2,2,90,0,6,0.0,0.06,626.58,1498.44,34425.0,106.78
1,1,1,20,1000,0.003,0.25,0.2,4,2,2,90,0,6,0.0,0.06,535.24,1918.16,34425.0,192.74
1,1,1,20,1000,0.003,0.25,0.2,5,2,2,90,0,6,0.0,0.06,446.12,2139.56,34425.0,263.72
1,1,1,20,1000,0.003,0.25,0.2,5,3,2,90,0,6,0.0,0.06,597.46,1564.6,34425.0,122.82
1,1,1,20,1000,0.003,0.25,0.2,6,2,2,90,0,6,0.0,0.06,349.96,2171.76,34425.0,313.18
